scenario_id,plan_id,year,metric,value,unit
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2037,delivered,204.5,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2037,losses,2.45,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2037,served_demand,190,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2037,shortage,0,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2037,closing_inventory,35.53,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2037,total_service_level,1,share
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2037,critical_service_level,1,share
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2037,reserve_required,23.42,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,total_demand,287.5,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,critical_demand,195.5,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,delivered,301,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,losses,3.61,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,served_demand,287.5,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,shortage,0,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,closing_inventory,45.41,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,total_service_level,1,share
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,critical_service_level,1,share
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,reserve_required,35.45,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,total_demand,368,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,critical_demand,241.5,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,delivered,382.5,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,losses,4.59,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,served_demand,368,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,shortage,0,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,closing_inventory,55.32,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,total_service_level,1,share
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,critical_service_level,1,share
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,reserve_required,45.37,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,total_demand,448.5,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,critical_demand,287.5,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,delivered,454,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,losses,5.45,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,served_demand,448.5,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,shortage,0,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,closing_inventory,55.38,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,total_service_level,1,share
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,critical_service_level,1,share
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,reserve_required,55.29,t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2035,procurement,761.88,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2035,reservation,55.3,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2035,holding,10.71,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2035,fixed_opex,0,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2035,capex,360,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2035,total_cost,1187.89,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2035,discounted_cost,1187.89,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2036,procurement,916.98,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2036,reservation,66.56,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2036,holding,14.7,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2036,fixed_opex,12,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2036,capex,180,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2036,total_cost,1190.24,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2036,discounted_cost,1112.37,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2037,procurement,1280.95,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2037,reservation,89.85,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2037,holding,21.24,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2037,fixed_opex,12,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2037,capex,0,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2037,total_cost,1404.04,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2037,discounted_cost,1226.34,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,procurement,2248.25,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,reservation,115.95,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,holding,29.14,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,fixed_opex,12,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,capex,0,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,total_cost,2405.34,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2038,discounted_cost,1963.47,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,procurement,3090.81,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,reservation,133.88,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,holding,36.27,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,fixed_opex,12,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,capex,0,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,total_cost,3272.95,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2039,discounted_cost,2496.92,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,procurement,3411.2,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,reservation,149.4,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,holding,39.85,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,fixed_opex,12,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,capex,0,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,total_cost,3612.45,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,2040,discounted_cost,2575.63,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,,total_cost_horizon,13072.91,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,,discounted_cost_horizon,10562.63,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,,capex_horizon,540,mln_units
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,,cost_per_served_t,8.52,mln_units_per_t
MANDATORY_STRESS,ZBO2036+EARTH_NEW20352035__MANDATORY_STRESS,,end_horizon_reserve_days,45.07,days
