scenario_id,plan_id,year,metric,value,unit
BASE,LUNAR_ISRU2037__BASE,2037,discounted_cost,2065.61,mln_units
BASE,LUNAR_ISRU2037__BASE,2038,procurement,1023.54,mln_units
BASE,LUNAR_ISRU2037__BASE,2038,reservation,52.52,mln_units
BASE,LUNAR_ISRU2037__BASE,2038,holding,14.55,mln_units
BASE,LUNAR_ISRU2037__BASE,2038,fixed_opex,70,mln_units
BASE,LUNAR_ISRU2037__BASE,2038,capex,0,mln_units
BASE,LUNAR_ISRU2037__BASE,2038,total_cost,1160.61,mln_units
BASE,LUNAR_ISRU2037__BASE,2038,discounted_cost,947.4,mln_units
BASE,LUNAR_ISRU2037__BASE,2039,procurement,1322.86,mln_units
BASE,LUNAR_ISRU2037__BASE,2039,reservation,69.89,mln_units
BASE,LUNAR_ISRU2037__BASE,2039,holding,25.27,mln_units
BASE,LUNAR_ISRU2037__BASE,2039,fixed_opex,70,mln_units
BASE,LUNAR_ISRU2037__BASE,2039,capex,0,mln_units
BASE,LUNAR_ISRU2037__BASE,2039,total_cost,1488.02,mln_units
BASE,LUNAR_ISRU2037__BASE,2039,discounted_cost,1135.2,mln_units
BASE,LUNAR_ISRU2037__BASE,2040,procurement,1686.63,mln_units
BASE,LUNAR_ISRU2037__BASE,2040,reservation,88.01,mln_units
BASE,LUNAR_ISRU2037__BASE,2040,holding,27.76,mln_units
BASE,LUNAR_ISRU2037__BASE,2040,fixed_opex,70,mln_units
BASE,LUNAR_ISRU2037__BASE,2040,capex,0,mln_units
BASE,LUNAR_ISRU2037__BASE,2040,total_cost,1872.39,mln_units
BASE,LUNAR_ISRU2037__BASE,2040,discounted_cost,1334.99,mln_units
BASE,LUNAR_ISRU2037__BASE,,total_cost_horizon,8374.34,mln_units
BASE,LUNAR_ISRU2037__BASE,,discounted_cost_horizon,6917.54,mln_units
BASE,LUNAR_ISRU2037__BASE,,capex_horizon,1250,mln_units
BASE,LUNAR_ISRU2037__BASE,,cost_per_served_t,7.53,mln_units_per_t
BASE,LUNAR_ISRU2037__BASE,,end_horizon_reserve_days,45.1,days
