scenario_id,plan_id,year,metric,value,unit
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2039,served_demand,320,t
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2039,shortage,0,t
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2039,closing_inventory,48.15,t
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2039,total_service_level,1,share
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2039,critical_service_level,1,share
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2039,reserve_required,39.45,t
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,total_demand,390,t
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,critical_demand,250,t
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,delivered,394.7,t
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,losses,4.74,t
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,served_demand,390,t
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,shortage,0,t
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,closing_inventory,48.11,t
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,total_service_level,1,share
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,critical_service_level,1,share
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,reserve_required,48.08,t
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2035,procurement,761.88,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2035,reservation,55.3,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2035,holding,10.71,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2035,fixed_opex,0,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2035,capex,0,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2035,total_cost,827.89,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2035,discounted_cost,827.89,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2036,procurement,916.98,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2036,reservation,66.56,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2036,holding,14.7,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2036,fixed_opex,12,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2036,capex,180,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2036,total_cost,1190.24,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2036,discounted_cost,1112.37,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2037,procurement,1265.22,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2037,reservation,86.97,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2037,holding,19.57,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2037,fixed_opex,12,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2037,capex,1250,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2037,total_cost,2633.76,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2037,discounted_cost,2300.43,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2038,procurement,1303.16,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2038,reservation,72.81,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2038,holding,19.42,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2038,fixed_opex,82,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2038,capex,0,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2038,total_cost,1477.39,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2038,discounted_cost,1205.99,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2039,procurement,1739.14,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2039,reservation,88.89,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2039,holding,31.57,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2039,fixed_opex,82,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2039,capex,0,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2039,total_cost,1941.6,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2039,discounted_cost,1481.24,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,procurement,2291.83,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,reservation,98.21,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,holding,34.65,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,fixed_opex,82,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,capex,0,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,total_cost,2506.69,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,2040,discounted_cost,1787.23,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,,total_cost_horizon,10577.57,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,,discounted_cost_horizon,8715.15,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,,capex_horizon,1430,mln_units
BASE,ZBO2036+LUNAR_ISRU2037__BASE,,cost_per_served_t,7.61,mln_units_per_t
BASE,ZBO2036+LUNAR_ISRU2037__BASE,,end_horizon_reserve_days,45.03,days
